505.95    136.60
214.50    81.66
79.25    654.09
676.40    948.22
550.15    382.99
264.18    127.22
441.25    44.89
838.48    935.77
933.07    481.87
614.89    826.22
17.51    283.65
519.25    864.21
227.43    97.67
266.38    538.90
835.40    691.66
223.58    265.06
642.85    303.79
359.61    75.08
746.69    712.74
641.55    222.47
285.86    439.11
19.89    913.28
778.78    614.70
77.29    444.88
570.44    820.15
140.63    364.66
709.89    492.48
767.80    46.01
413.85    435.26
889.84    964.41
877.80    26.41
391.87    940.72
669.84    116.06
663.56    765.71
982.33    847.94
96.37    976.70
768.71    382.07
752.65    299.78
32.20    796.18
268.70    88.73
707.56    649.83
377.28    806.43
528.87    676.04
99.62    70.25
138.13    770.41
368.56    293.83
354.92    54.01
170.08    352.87
541.76    331.24
584.09    237.15
150.21    934.37
632.11    779.99
838.96    307.39
27.09    895.05
202.38    739.01
899.55    287.30
848.63    151.31
358.72    213.33
720.33    267.33
732.01    363.35
832.77    277.41
118.24    744.55
540.68    969.45
820.30    232.36
296.97    534.65
267.97    657.15
23.31    855.07
181.43    445.93
972.99    193.98
386.22    834.71
149.38    314.84
765.97    686.34
285.39    181.27
976.72    524.28
559.82    439.81
154.24    59.83
512.62    948.30
151.19    188.26
420.06    750.86
642.58    1.32
783.66    784.93
501.57    684.51
724.11    138.18
26.88    114.37
822.30    415.43
26.40    140.11
517.23    836.54
215.46    534.13
787.73    140.02
790.20    74.88
61.15    755.13
633.17    297.22
805.76    662.00
417.10    404.27
778.27    668.79
90.02    957.38
980.40    213.43
411.91    417.70
282.01    809.77
175.19    817.22
806.00    670.77
118.96    54.66
207.54    173.60
307.00    992.14
248.01    381.89
815.96    213.55
655.32    95.62
420.43    148.89
80.36    73.98
317.72    978.91
510.11    389.60
646.97    275.98
18.15    699.66
234.33    639.67
814.42    256.55
259.63    635.05
722.35    81.49
466.39    735.16
164.47    517.25
908.74    461.14
338.67    12.38
123.45    376.10
252.48    663.86
943.11    894.86
561.48    903.15
391.52    540.91
326.23    788.15
647.05    462.91
760.15    925.13
366.12    771.98
120.90    413.77
685.25    92.01
954.05    529.15
236.02    573.07
523.92    578.23
845.72    399.75
504.77    952.21
82.34    832.58
814.87    857.95
666.78    92.47
479.94    803.78
878.34    752.79
469.39    420.98
365.56    871.61
841.29    726.93
108.15    215.10
417.89    131.08
596.89    956.49
50.85    782.76
743.94    995.66
521.57    10.21
545.43    198.65
933.06    490.28
707.38    645.36
835.19    117.35
956.51    55.49
861.02    530.36
792.46    645.16
228.79    99.96
342.08    61.57
973.52    259.62
123.71    87.90
496.74    75.36
257.60    670.29
801.90    150.81
984.03    142.89
143.50    798.81
776.39    754.07
829.26    433.99
294.40    54.74
911.38    171.99
783.88    124.60
624.54    344.61
282.48    622.48
791.90    318.03
760.37    602.85
572.96    649.82
86.10    189.24
205.49    303.82
685.70    445.05
801.53    309.89
754.75    50.75
619.07    953.23
988.62    86.05
881.22    185.43
51.21    635.13
25.72    238.03
192.69    473.66
959.82    399.67
507.38    502.84
521.56    966.39
826.99    978.91
619.59    682.62
565.06    643.27
301.93    77.06
171.55    141.85
315.34    554.62
142.59    495.63
615.05    704.76
772.90    646.39
988.04    534.02
707.09    29.22
39.81    207.01
960.55    457.60
196.80    815.88
605.19    923.13
444.56    527.28
869.03    234.24
733.28    731.61
980.80    388.01
34.60    294.05
374.40    265.38
262.44    215.94
929.09    131.88
200.40    683.87
709.67    842.84
895.32    212.94
758.62    531.98
150.84    791.40
175.64    945.77
673.05    187.39
673.96    562.18
801.94    794.16
735.08    149.46
179.37    584.74
566.75    207.78
443.29    262.99
404.17    380.02
533.75    339.47
835.53    812.65
791.69    95.48
2.32    58.79
250.14    719.28
405.23    372.87
481.08    629.31
810.46    176.53
874.40    133.92
245.90    682.91
94.83    898.99
880.86    52.39
540.96    596.96
614.54    406.31
846.17    171.28
44.83    72.24
487.19    460.54
598.99    151.44
571.70    26.56
706.77    205.92
40.26    834.92
262.11    41.18
719.95    87.43
982.86    785.66
382.28    113.04
233.23    19.46
124.58    469.49
661.72    42.98
615.15    451.65
456.86    360.43
971.47    6.58
414.55    684.51
15.02    8.85
358.37    25.44
174.61    194.78
742.46    396.70
290.44    267.90
557.28    654.27
652.33    478.56
997.87    728.82
435.04    852.27
647.80    276.76
112.40    226.28
799.30    809.27
313.22    347.84
232.91    831.73
230.88    68.72
865.93    45.10
331.99    960.83
724.78    362.72
148.66    194.05
694.54    376.00
841.36    60.81
17.04    898.84
540.73    364.18
536.14    810.30
918.09    953.63
76.01    485.35
527.70    210.31
723.99    439.66
350.73    201.98
287.99    459.93
254.53    461.36
373.44    44.13
386.54    222.35
652.87    982.11
931.80    37.65
525.84    291.32
3.78    987.38
943.59    130.75
619.97    518.45
262.38    523.70
554.98    411.24
653.40    343.03
135.89    967.20
410.91    407.73
917.28    156.17
3.33    280.99
221.81    94.49
625.97    784.21
255.55    92.79
228.05    178.53
141.86    695.20
212.05    180.65
711.35    282.19
383.27    947.12
471.90    923.00
980.94    623.37
803.18    941.03
96.83    615.25
855.02    29.73
899.26    563.73
832.18    127.09
60.85    675.23
612.40    146.12
711.29    903.28
576.98    578.65
512.76    724.99
438.34    652.27
831.71    740.32
945.50    696.33
187.52    316.59
262.09    45.41
839.52    2.90
976.10    166.35
571.42    568.25
227.83    93.80
243.61    879.23
199.55    98.60
408.17    214.50
134.38    330.54
575.96    107.38
51.62    218.33
413.65    730.28
867.11    601.12
427.81    661.89
162.53    90.83
224.31    725.80
772.31    587.29
133.30    902.82
518.75    109.79
70.92    733.20
394.75    665.82
673.29    180.43
858.40    743.14
280.27    982.81
823.62    741.14
726.28    548.50
77.70    995.93
497.60    449.73
518.20    57.83
669.30    583.88
458.64    982.30
642.82    314.18
819.94    280.83
744.82    497.26
838.12    877.94
479.75    133.52
861.51    327.98
349.76    499.74
448.60    418.50
104.78    0.83
958.35    443.87
971.76    477.35
375.15    767.50
87.20    693.74
944.62    496.93
570.13    844.59
361.53    808.48
455.40    274.11
145.81    963.12
778.51    572.94
277.02    733.97
859.18    578.96
489.84    285.39
146.19    336.40
627.01    820.27
867.32    579.71
307.94    995.12
652.53    527.00
711.06    303.12
725.97    148.53
832.85    598.54
374.91    864.17
186.44    11.80
454.00    281.97
968.52    860.98
499.11    769.82
619.84    966.63
379.61    114.80
709.07    391.70
127.18    180.75
413.49    46.65
916.35    776.14
334.80    950.08
837.78    467.03
486.69    40.04
543.83    86.81
858.88    569.54
754.61    588.94
208.56    843.50
340.19    215.77
946.14    765.04
18.51    814.13
536.40    71.85
109.53    643.90
321.41    628.17
116.96    269.53
955.25    245.94
629.98    187.78
958.28    380.89
76.16    212.88
524.06    494.81
510.39    386.77
875.34    737.77
910.46    465.13
830.23    620.31
349.27    637.65
62.59    452.06
990.63    835.20
573.50    390.48
64.82    861.53
811.45    983.20
293.25    1.79
6.17    473.19
585.52    268.19
119.18    661.65
8.70    661.68
688.92    296.74
929.76    784.21
627.03    613.00
217.58    753.76
81.06    234.34
570.20    504.01
171.10    79.95
544.36    943.94
986.67    671.96
943.63    365.26
355.95    514.33
799.60    903.81
483.66    501.06
479.61    373.62
860.68    937.18
155.51    337.38
538.26    274.50
284.58    131.14
332.45    626.25
169.32    629.13
979.46    737.89
189.22    644.49
875.74    182.18
712.63    426.31
954.96    575.32
928.01    752.05
239.67    653.90
55.73    142.52
192.79    194.14
766.08    295.47
66.53    629.47
713.53    162.23
151.94    797.57
388.72    878.71
801.72    820.26
234.62    559.72
536.70    690.95
42.60    442.63
217.01    268.23
783.88    890.75
349.77    770.11
886.27    739.35
214.04    702.36
