436.90    707.18
366.84    345.55
237.49    574.78
975.75    239.01
8.50    114.79
697.80    595.77
70.26    525.81
416.17    843.59
475.50    964.55
908.41    672.70
147.86    448.51
821.75    151.46
437.58    203.66
141.18    83.42
882.23    512.35
342.60    695.42
73.81    623.36
21.92    969.55
743.47    607.87
856.47    344.20
80.44    276.26
861.55    44.11
782.30    575.05
747.00    816.97
994.39    249.95
691.41    798.12
140.41    954.38
972.41    675.13
970.67    817.55
53.33    683.64
401.77    59.86
285.31    5.12
106.76    169.24
466.95    690.60
137.74    910.76
557.95    496.46
984.90    857.25
78.91    806.24
953.53    517.05
257.93    278.31
35.09    643.23
273.60    978.17
48.04    151.70
820.77    933.50
173.01    143.17
991.51    40.71
266.70    285.90
490.64    851.81
676.88    70.39
223.56    341.03
733.96    214.97
764.84    256.48
646.77    727.75
309.46    755.55
140.48    568.50
946.87    1.45
211.48    820.80
653.18    114.42
192.51    246.21
203.80    730.66
729.80    493.39
944.03    147.33
557.82    557.78
340.22    908.39
902.51    394.88
452.93    283.09
408.67    150.90
396.22    161.31
104.03    895.24
698.80    622.96
716.19    496.17
180.56    178.85
461.40    707.41
245.35    68.50
909.90    386.62
926.71    833.53
694.68    913.32
948.83    918.48
705.88    499.59
89.29    392.68
345.62    750.76
652.94    485.75
657.03    409.55
553.11    631.68
981.82    717.63
971.19    641.93
477.97    703.91
741.78    382.96
67.02    448.66
709.24    768.00
688.72    589.17
892.31    439.60
507.42    210.40
142.08    643.70
31.91    113.56
723.11    339.66
225.24    99.74
920.90    629.84
241.09    448.64
324.21    650.62
266.68    448.88
307.26    122.04
302.17    433.06
313.44    562.93
598.58    136.19
164.23    781.45
600.38    706.83
702.09    780.87
104.39    704.07
414.51    340.95
763.53    613.13
826.32    287.59
423.89    814.11
204.91    681.22
284.48    461.54
247.80    239.71
727.81    460.59
483.13    251.80
247.58    903.66
372.42    948.61
699.75    621.25
677.37    546.57
194.14    248.12
50.02    335.20
334.73    304.17
842.65    94.81
523.51    277.14
83.82    706.35
142.85    19.84
846.84    312.06
149.02    665.20
251.52    141.58
538.60    484.43
679.53    362.37
953.31    991.98
500.30    86.76
65.68    78.81
944.86    120.88
971.22    540.84
23.84    119.62
765.91    164.32
951.39    699.10
491.92    628.82
382.56    680.54
385.56    910.81
856.85    185.02
552.98    643.46
143.78    917.99
280.05    234.38
64.61    487.19
183.37    464.06
176.11    158.52
574.34    951.67
587.73    94.89
229.52    205.17
649.52    463.79
973.93    525.31
329.85    335.59
748.30    251.13
852.34    187.55
509.69    918.56
600.92    563.24
318.52    759.20
707.57    481.67
791.81    233.53
745.99    33.95
393.05    997.93
333.49    297.62
586.16    919.03
576.17    411.69
7.37    678.75
155.20    129.18
568.00    188.02
659.21    997.05
416.54    511.61
743.16    173.74
747.82    759.56
868.49    316.96
32.17    496.53
102.03    580.80
411.79    639.31
781.40    769.73
589.67    849.85
512.01    346.36
658.70    340.54
943.99    261.57
350.33    242.70
658.03    841.99
456.34    367.99
782.23    832.90
672.79    7.81
964.24    836.41
112.69    681.07
29.42    511.95
874.30    928.93
155.89    30.87
925.15    877.74
805.00    581.30
235.54    674.91
186.03    104.74
536.57    301.51
101.74    664.77
104.66    883.89
381.13    738.32
46.15    305.34
754.25    568.91
138.36    962.75
803.38    713.13
315.63    548.16
20.95    445.15
855.09    900.32
746.38    191.31
157.96    218.18
626.31    77.01
581.33    420.48
312.14    179.36
603.34    152.75
647.09    255.75
586.87    500.28
942.06    581.57
905.83    997.63
17.90    251.57
995.69    158.75
903.96    169.81
790.53    16.68
360.10    245.40
463.34    316.23
236.53    388.51
343.28    413.21
697.29    67.77
480.90    59.64
