345.44    899.88
729.13    277.05
670.35    326.56
163.02    283.28
624.92    163.67
509.73    26.39
455.26    182.51
864.23    327.41
896.32    292.82
853.25    930.39
694.37    484.42
220.90    27.11
893.73    90.01
837.51    681.37
863.28    734.93
768.38    579.81
531.94    541.59
529.57    103.59
103.87    526.84
341.46    573.83
941.76    887.63
812.48    120.86
9.16    414.25
595.51    125.38
436.48    257.03
341.88    712.45
61.03    9.29
925.43    113.60
330.65    529.29
956.80    835.53
124.18    729.81
176.11    7.52
206.53    321.70
388.95    981.42
157.07    464.53
455.87    229.73
59.75    802.46
97.94    386.09
401.01    692.98
48.69    349.28
449.99    147.09
609.91    519.74
600.32    702.28
551.63    478.59
452.70    89.89
180.48    753.90
921.45    692.06
825.34    227.64
274.75    327.69
631.92    711.94
368.87    213.82
573.57    429.24
842.66    34.28
693.75    883.55
945.81    35.23
806.85    752.53
326.08    854.11
447.27    927.41
716.69    914.57
867.17    326.20
315.25    895.32
712.00    443.56
289.83    342.42
636.02    333.77
932.77    748.45
169.07    978.41
476.44    375.60
738.27    48.32
235.59    895.19
589.05    905.39
33.99    292.60
725.70    162.50
631.28    66.57
894.50    755.42
272.32    111.67
35.76    266.67
390.54    461.14
974.95    721.02
121.51    715.58
38.72    514.79
355.71    566.87
787.73    955.94
640.71    498.43
847.80    659.04
194.91    668.47
104.89    857.90
246.11    506.95
177.41    474.93
344.69    979.77
958.49    252.82
575.22    311.92
572.92    888.87
556.77    389.59
425.21    598.12
207.71    297.49
256.14    370.79
883.76    737.19
1.37    103.43
816.74    326.83
219.10    184.12
494.01    270.69
456.17    303.61
152.67    396.24
794.93    690.23
289.55    553.12
100.49    99.85
161.77    236.53
210.23    91.18
994.67    23.46
638.94    872.33
922.99    204.14
527.98    415.82
655.47    440.73
16.03    613.55
677.97    759.26
466.57    135.09
281.39    134.30
57.38    428.17
749.67    627.58
526.41    952.50
774.27    502.72
575.29    830.70
900.10    828.79
497.40    37.52
862.44    33.50
831.82    774.39
623.53    217.16
199.15    663.73
171.16    497.05
561.06    926.80
50.23    187.22
612.77    276.38
56.44    532.34
69.65    292.36
988.34    391.50
277.74    929.51
167.99    483.22
168.62    825.32
581.55    380.92
471.44    354.60
93.49    647.02
667.05    998.38
224.32    230.00
403.20    807.38
132.28    715.24
313.04    585.00
258.54    709.15
411.29    370.57
536.46    696.98
720.82    272.27
65.50    208.24
256.59    441.69
804.05    824.35
582.00    45.87
236.26    853.32
910.42    132.78
39.44    580.42
232.07    276.92
733.19    562.70
627.96    861.19
940.00    132.61
259.97    11.19
654.68    804.76
91.39    69.09
97.44    410.63
61.33    308.65
532.74    870.38
0.75    165.99
978.59    89.67
199.63    194.50
583.77    825.80
116.13    812.04
118.33    589.05
894.50    736.93
675.63    369.64
365.42    179.10
880.15    185.27
906.80    661.70
807.20    991.36
160.15    818.32
364.33    163.37
966.20    670.61
27.78    710.31
474.75    184.99
430.75    177.91
85.78    305.60
18.24    269.22
459.42    316.86
919.21    925.61
130.22    425.53
224.46    526.37
385.42    258.78
136.02    217.60
290.83    166.69
221.34    797.17
690.85    436.42
786.97    132.28
80.99    45.03
15.46    368.24
252.35    161.51
